mol_id,unique_key,energy
177,177__135,0.38824868
177,177__150,1.799943
177,177__165,4.0685244
177,177__180,6.563791
177,177__-180,6.563791
4855,4855__-165,0.9874872
4855,4855__-150,0.25661623
4855,4855__-135,0.058907032
4855,4855__-120,0.35871863
4855,4855__-105,1.0026765
4855,4855__-90,1.4414835
4855,4855__-75,1.0307183
4855,4855__-60,0.36719394
4855,4855__-45,0.029473782
4855,4855__-30,0.32181084
4855,4855__-15,1.16583
4855,4855__0,2.1586084
4855,4855__15,1.1763617
4855,4855__30,0.35801816
4855,4855__45,0.061462164
4855,4855__60,0.4016168
4855,4855__75,1.0010831
4855,4855__90,1.429187
4855,4855__105,1.0091255
4855,4855__120,0.31540513
4855,4855__135,0.0
4855,4855__150,0.20574617
4855,4855__165,0.9799895
4855,4855__180,1.9312801
4855,4855__-180,1.9312801
2648,2648__-165,3.7729945
2648,2648__-150,1.1434096
2648,2648__-135,0.10532594
2648,2648__-120,0.08373213
2648,2648__-105,0.6130986
2648,2648__-90,1.1649084
2648,2648__-75,0.61973906
2648,2648__-60,0.08045268
2648,2648__-45,0.08275652
2648,2648__-30,1.4820879
2648,2648__-15,4.7931867
2648,2648__0,8.55881
2648,2648__15,4.7475986
2648,2648__30,1.5420502
2648,2648__45,0.04346943
2648,2648__60,0.0
2648,2648__75,0.6125181
2648,2648__90,1.239419
2648,2648__105,0.82593274
2648,2648__120,0.1883092
2648,2648__135,0.13508344
2648,2648__150,1.1150237
2648,2648__165,3.692872
2648,2648__180,7.2930393
2648,2648__-180,7.2930393
4895,4895__180,0.10267031
4895,4895__-180,0.10267031
4895,4895__-165,1.0742377
4895,4895__-150,2.8395152
4895,4895__-135,4.5874853
4895,4895__-120,5.4912624
4895,4895__-105,5.021918
4895,4895__-90,3.9305954
4895,4895__-75,3.0543408
4895,4895__-60,2.808776
4895,4895__-45,3.1835632
4895,4895__-30,4.2958307
4895,4895__-15,5.4202085
4895,4895__0,5.744775
4895,4895__15,4.730286
4895,4895__30,2.9019947
4895,4895__45,1.2191917
4895,4895__60,0.47377455
