mol_id,ligand invalidity,ligand invalid atoms,ligand atomic energies,ligand HES,ligand atom types,ligand information entropy,ligand information entropy invalidity,pose invalidity,bound ligand energy,isolated ligand energy,binding energy,pose HES
35,0,,"[  3.4171453   26.833614     6.210306     7.1501164   10.903129
  -7.5670853   -0.44710255   7.6515803    3.3739696   -7.759328
  -7.013167     6.5005407   13.150403    -2.2244356    1.8137549
  -4.6364946  -13.437023   -25.184216    -3.5457387   -2.803238
  -6.758288    -9.207503    -0.76666784   0.6500291   -7.430491
  -6.1517916    0.7991529    3.910916     3.272014    -2.3626971
   7.2176113   -3.1301074   -1.5320412   -2.0961733    2.925296
  -1.8754047   -4.3334074   -1.6220052   -1.9336568   -1.9280944
  -1.086505    -2.5644276   -2.63771      3.8773556   -0.5227372
  -1.2047487    1.9080483    3.1879623   -1.4877537   -0.48149988
  -3.7796948   -0.6004181   -5.942534     0.30511248   3.1756935 ]",0.0,"['F' 'C' 'C' 'O' 'C' 'C' 'C' 'O' 'C' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'N' 'C'
 'C' 'O' 'C' 'C' 'C' 'O' 'C' 'N' 'N' 'O' 'O' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H']",0.6286485276641262,0,1,-8.788597,-27.82043,40.373047,0.0
36,1,"[(49, 'C', 45.827)]","[ 5.2636085e+00  1.0108684e+01 -5.7374245e-01  6.7990975e+00
  6.1211505e+00  9.5820345e-02 -3.0522673e+00  2.9242020e+00
 -1.1832837e+01  3.3868430e+00  1.8670470e+00 -3.4646356e+00
  1.3295508e+01  7.0242796e+00 -2.8162334e+00 -5.1889825e+00
 -9.1972895e+00  5.6326952e+00  5.2718101e+00 -1.1212600e+01
  1.7402902e+00  7.4554253e+00 -3.3159566e-01  2.9709098e+00
 -8.4856625e+00 -5.7636085e+00  7.3760138e+00  6.5723825e+00
  6.9193281e-02  3.2039075e+00 -3.1728442e+00 -8.8136446e-01
  9.1225319e+00  6.8068671e+00 -3.2861645e+00 -3.7700775e+00
 -4.5522038e-02  6.7918291e+00  1.1787080e+01  3.4190384e+01
 -9.1298962e+00 -1.1589973e+01  1.8539186e+01  4.3930173e+00
  5.4144492e+00  2.1698544e+00  3.1618109e+00  2.5552578e+01
  4.5827358e+01  3.3267990e+01 -3.2718077e+00  2.2714224e+00
 -3.7852852e+00 -2.2451425e+00  2.6313226e+00 -1.7287573e+00
 -2.9868124e+00 -3.4384911e+00  1.3536441e+00 -6.1592478e-01
 -1.3060734e+00  2.1548328e+00 -4.5909510e+00  3.8223572e+00
 -7.7551353e-01 -3.0097604e+00 -2.7740564e+00 -3.5201292e+00
  2.7689378e+00 -1.3180846e+00 -4.7864348e-01  8.2781053e-01
 -9.0315378e-01 -1.4945875e+00 -5.7682765e-01 -3.2748263e+00
  3.1825518e+01  1.7682642e+00  4.6695298e-01  8.9577055e-01
  3.2935925e+00]",13.017358245849607,"['C' 'C' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'O' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'C'
 'O' 'C' 'C' 'C' 'O' 'C' 'O' 'C' 'O' 'O' 'O' 'C' 'C' 'O' 'C' 'C' 'C' 'N'
 'O' 'C' 'C' 'O' 'C' 'C' 'N' 'C' 'O' 'O' 'N' 'C' 'C' 'O' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.9134648681744029,0,1,240.31651,222.3941,53.810547,13.017358245849607
37,0,,"[  3.070544    -2.9506245   -3.3431463   15.404735    22.530142
  -1.2737045    1.7619092    7.281191     5.3975773    5.8302493
  -2.902569     6.666169    13.280584     3.6558635   -4.9583197
   1.0287248    8.34134     -8.003422    -3.1449285   -3.2081752
  -0.80137444 -15.373103    -4.0838485   -1.6770257   -4.6439276
  -1.9878054    5.5054345    1.2343515  -11.182806    12.458564
  -3.8829875   -2.6498337    1.6707147   -1.2230791    1.2478421
  -0.16606444   4.1571608   -5.5249486    0.08371535  20.470493
  -1.5691556   11.084785    -3.1336787    4.407227    -2.1328087
  -2.3696563   -2.6734996   -2.9815855   -3.138407    -0.15211631
  -0.09057074  -2.7917295   -3.129359    -2.4617658   -2.7359185
  -1.2483667   -2.6518059 ]",0.0,"['O' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'C' 'O' 'C' 'C' 'O' 'C' 'C' 'C' 'O' 'C'
 'N' 'C' 'O' 'C' 'O' 'C' 'C' 'C' 'O' 'O' 'C' 'O' 'C' 'C' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H']",0.40103722846648776,0,1,61.4219,40.327198,52.414062,0.0
38,0,,"[  8.658285    -4.8624854   12.316209     7.995359    -6.0957866
  -1.3127139   12.003414     6.4735813   -4.8192897   -9.01108
 -10.426595    12.365533     3.9406996   -3.4295297    7.657569
  15.605856    -6.4431744    2.2931192  -18.921171     8.177449
   2.620212     0.66169894   3.3106258  -10.270036    -7.402697
   7.270972    -1.2111274    3.2560863   25.948992    -3.8397365
  -0.530492    -7.871824    -1.401424    -2.1983662   -2.1950996
   1.3763247    9.844042    14.911488    -1.6843851    5.948243
  -2.6284587   -2.28402     -2.0207856   -3.4435344   27.46358
   5.695177    -0.4156289   -1.3119863    5.4574065    1.3780265
  -1.6769481   -0.55569625  -3.2766604    2.25827     -1.3072762
   0.20789051  -2.146375    -0.7458157   -0.11929921  -0.38892645]",0.0,"['O' 'C' 'C' 'N' 'C' 'C' 'C' 'C' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'O' 'O' 'C' 'C' 'C' 'O' 'C' 'O' 'O' 'O' 'C' 'C' 'N' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H']",0.5273338060148218,0,0,110.454834,88.84767,11.542969,0.0
39,1,"[(9, 'C', 47.542), (10, 'C', 52.392), (11, 'C', 129.587)]","[ 3.47197127e+00  4.93810749e+00  2.16035652e+00  4.52669978e-01
  1.15581045e+01  1.64017220e+01 -1.69814769e-02  2.59387951e+01
  4.75424957e+01  5.23924751e+01  1.29586990e+02 -1.36529481e+00
 -2.70568085e+00 -2.60409504e-01  1.52331030e+00 -1.34083378e+00
 -2.88197327e+00 -3.47817612e+00  2.64759398e+00  5.29687071e+00
  1.09102478e+01  1.41775246e+01  2.27397022e+01]",131.0919612121582,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H']",0.7103139046216475,0,0,330.89154,339.68958,-6.0507812,131.0919612121582
40,0,,"[13.052196  -2.2564285 -5.2825294 -2.6262646  6.407018  -0.8330579
 -2.5713968 -1.9165627 -6.661732   1.5936514  4.966676   0.5992114
 -1.7407497  0.8240299  1.8198913 -2.6133406 -3.0462322 -2.7710009
 -2.8501027  3.8497493 -3.46717   -4.2203617]",0.0,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'O' 'C' 'C' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H']",0.0,0,0,-16.618055,-9.744507,-14.707031,0.0
41,1,"[(30, 'H', 36.488), (31, 'H', 41.604)]","[ 3.2576187e+01  2.2449190e+01 -3.1700094e+00  1.4553155e+00
  1.4316885e+01  1.3786816e+01  2.1328096e+00 -6.0804157e+00
 -5.1760831e+00 -3.4984977e+00 -2.0181558e+00  2.1053798e+00
  4.8720390e-03 -1.0351983e+01 -8.9471703e+00 -1.2249739e+00
  3.0062215e+00 -7.5364022e+00  6.9341302e+00 -5.8358049e-01
 -2.0413837e+01 -4.1334839e+00 -5.0955234e+00 -1.2215610e+00
  1.5183825e+00 -8.1764965e+00  2.2256541e+00 -6.1472875e-01
  3.9624581e+00  3.6487774e+01  4.1603523e+01 -3.9994552e+00
 -6.1265689e-01 -3.0685563e+00 -2.8483405e+00 -3.1813717e+00
  5.1207938e+00  4.4075033e-01  5.6480079e+00  2.3243713e+00
  5.0280547e+00  1.0722925e+01 -6.8153071e-01 -2.9219680e+00
 -2.5423312e+00 -2.5140650e+00  5.0194159e+00  2.0441852e+00
  2.6983595e+00  1.9194300e+00  9.7318363e-01 -1.5727003e+00
  9.3964720e+00  1.8747957e+00 -2.0077167e+00 -2.3104222e+00
 -1.4776396e+00  3.7669930e+00  2.6800814e+00]",9.971297149658199,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'O' 'C' 'C' 'C' 'C' 'O' 'O' 'O' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H']",0.9643847175199344,0,1,134.46196,126.24176,47.33789,9.971297149658199
42,0,,"[-4.4703622e+00 -1.1293571e+01  6.4902792e+00 -8.8324585e+00
  1.4033328e+00  8.6528939e-01  5.1219683e+00  1.2709422e+01
 -6.7706876e+00 -3.2087545e+00 -1.5530057e+00  1.1686748e+01
  1.1681486e+01  5.7201738e+00 -1.4957646e+00  1.8971352e-03
 -2.4767163e+00 -2.6079938e+00 -2.3161521e+00 -3.6668873e+00
  5.4328170e-02 -2.7158308e+00 -2.6818018e+00 -2.4984190e+00
 -9.2502996e-02 -1.1800600e+00  3.2351382e+00  7.5185184e+00
 -6.0232729e-01  2.3602024e-01 -5.8653301e-01  1.8902041e+00
  4.6741476e+00]",0.0,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'O' 'N' 'C' 'C' 'C' 'C' 'C' 'C' 'O' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.0,0,0,3.0073533,14.239125,-5.75,0.0
43,0,,"[ 9.4382429e+00 -1.4654152e+00  1.7281020e+00 -3.0215902e+00
  1.0963229e-01 -9.4612885e+00 -1.4794198e+01  6.7375727e+00
 -5.0064125e+00 -8.7542086e+00 -2.9494386e+00  1.8283331e+01
  3.1666291e+00 -7.1613092e+00 -1.1476886e+01 -1.2343004e+01
  6.1138582e+00  4.5456133e+00 -3.6700215e+00 -4.1126466e+00
  1.1661979e+00 -1.0358096e-01  1.2159872e+00  2.2616234e+00
  7.5494214e-03]",0.0,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'O' 'C' 'C' 'C' 'O' 'O' 'F' 'F' 'F' 'O' 'O'
 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.0,0,0,-34.41672,-29.545658,3.7480469,0.0
44,1,"[(1, 'C', 50.509), (2, 'C', 46.361)]","[ 5.0509224e+01  4.6360847e+01  1.2440356e+01 -1.2465819e+01
  1.3850955e+01 -1.3653350e+00  9.0977364e+00  9.2001166e-03
  5.5092325e+00  2.3645253e+00  3.1386771e+00  5.2583699e+00
  4.0891008e+00  1.2009801e+00 -2.0903883e+00 -3.7046030e+00
 -2.8541226e+00  4.5982852e+00  5.2008810e+00 -4.0348516e+00
  9.9216348e-01 -1.9527560e+00 -3.0419254e+00 -2.1223969e+00
 -2.1643918e+00  8.2116616e-01]",31.250071411132808,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'N' 'C' 'C' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.7353046977808484,0,0,119.703156,129.64511,-8.837891,31.250071411132808
45,1,"[(1, 'C', 51.776), (2, 'C', 48.231)]","[ 51.776466    48.231133    -5.7191534  -12.407828    12.225623
 -16.35545      2.0242429    3.43002      6.202453    -2.2299914
 -13.88031      1.87771    -12.688698     0.8256679   11.582889
   0.84144545  -2.135514    -3.610175    -2.1180596   -2.7969558
  -1.532883    -3.9895675   -2.5209606    1.2529757 ]",34.38759887695312,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'N' 'C' 'C' 'O' 'O' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H']",0.7262050811740717,0,0,53.17333,58.28508,-12.5390625,34.38759887695312
46,1,"[(2, 'C', 49.107), (10, 'N', 87.505), (11, 'C', 50.596), (27, 'H', 40.965)]","[ 2.85390358e+01  4.91069870e+01  2.57898540e+01 -4.03558540e+00
 -1.03397722e+01 -4.42829704e+00  1.57017946e+01  3.23227382e+00
  4.26155357e+01  8.75053406e+01  5.05962372e+01  2.78821611e+00
  6.52752399e+00  1.08216059e+00  5.83513355e+00  5.10801554e+00
  2.05091724e+01  7.26287556e+00  1.52362275e+00 -9.02613544e+00
 -8.78917217e-01  1.56659389e+00  5.23704243e+00  1.08501663e+01
  1.10678375e-01 -1.71737778e+00  4.09649696e+01  5.84536743e+00
  5.12987137e+00  6.64848661e+00  7.70547819e+00  3.38986707e+00
  9.47163165e-01 -5.93916655e-01 -3.78079087e-01  6.31556749e+00
 -1.17212892e+00  2.31972837e+00 -6.98233172e-02  3.43475461e+00
  2.83201103e+01 -2.10920191e+00 -1.62294817e+00 -1.66962850e+00
 -1.77220106e+00 -1.42834306e+00  1.00839829e+00]",91.21653439331054,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'O' 'N' 'C' 'O' 'O' 'C' 'O' 'O' 'C' 'C'
 'C' 'C' 'C' 'C' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.9283527183289927,0,0,422.39996,442.2757,-17.40625,91.21653439331054
47,0,,"[ 2.4022164  -4.7698216   3.9899774   2.9602425  -6.9208694   0.8748224
 -1.3098859   2.2427444  10.245616    1.2867522  17.423258    0.87687117
 -4.872326   -2.6984544  -1.3783267   5.3468513  -2.2869773  -1.9030977
 -1.4559203  -3.3367248  -0.6075425   2.6592846   5.201845    4.3310747
  1.195266   -1.3091434  -1.8437859   2.096595    0.88079536 -2.7837896
 -1.6953033   3.5964754   0.04349577  0.9199257  -1.8205335   1.6615651
  1.0291291 ]",0.0,"['C' 'C' 'C' 'C' 'C' 'C' 'N' 'C' 'O' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H']",0.0,0,0,16.310095,30.272299,-10.939453,0.0
48,1,"[(31, 'H', 39.248), (33, 'H', 37.695), (45, 'H', 50.15)]","[ -3.1990943  -2.2715726  -4.3591766  -7.6293516   4.7148204   6.440095
   9.238575   -1.666231   -0.6722849   1.534349    0.6520736  -3.335792
  -5.3053226   5.087948    1.8489113  -1.8428918   3.6216774  -3.5598154
  12.396239   -2.9779532   4.0478296  56.609577    4.9531565 -12.718277
 -16.54862     9.71178    -2.8776731  -3.3148532  -2.1944096   3.8967764
  39.248386   27.090826   37.694984    0.9690246   2.528197   -2.0989704
  -2.9619105   6.11943     4.1798735   2.436275   -4.8380985  31.68695
  28.643297   30.515938   50.150146    1.8216871  -3.58981  ]",24.91351730346679,"['N' 'N' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'N' 'O' 'O' 'C' 'O' 'N' 'O' 'O' 'N'
 'C' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.9710229332809975,0,0,279.02484,299.8767,-22.646484,24.91351730346679
49,0,,"[ 0.6501731  15.673447   13.53112     0.73150104 -0.6236808  -0.17562373
  2.673556   -1.1287781  -3.8275917   2.6814294  -9.69172    -4.1805625
 -0.8076716  -2.4721594  -4.312324   -1.6267942  -2.5614262  12.165373
  3.0820756  33.863155   -1.6722978  -2.2961512  -2.4744706  -2.0875523
 -2.7026923   3.0749338  10.504072    9.79209    -1.1683286  -0.5876026
 -0.9283443   1.2015245 ]",0.0,"['C' 'N' 'O' 'O' 'C' 'C' 'O' 'C' 'O' 'C' 'C' 'C' 'C' 'C' 'O' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.6417561836848129,0,0,55.922123,64.298676,-6.5273438,0.0
50,0,,"[-11.991391    -4.059409    -0.8950523   -3.1455398   -4.3518343
 -13.726893    -7.0557814    1.6035119   -6.3758264   -2.9732473
   3.0591202   -0.58817416   4.8674603   -1.0312216   -2.6614182
  -2.6063306   -1.9276136   -2.2380621   -1.4261034   -0.25087905
   7.2852945    2.205718     5.0685873   -1.417501    -0.3024674
  -2.351469     3.353383  ]",0.0,"['C' 'C' 'C' 'C' 'C' 'S' 'N' 'O' 'C' 'C' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.0,0,0,-53.770554,-43.93314,-15.361328,0.0
51,0,,"[ -5.391985    -4.389662    -3.8758948   -3.8740788   -3.386086
  -1.6333562   -5.1919756   -2.6735692    7.7069407    3.9953775
  -0.43891183   2.030221    -3.473008    -2.298776    -5.9776063
  -4.081014     5.584821     3.2811816    2.1296415    8.299734
  -0.87068945 -10.333171    22.244282    -3.941828    -2.5811288
  -0.61954904  -0.9706834   -1.9552044   -2.3000314   -2.8821473
  -3.2164001   -2.709691    -1.3883247   -3.660355    16.382097
   4.0141325    5.2237434    0.8502771    5.2433352    1.4300793
   2.8847635    8.119611    -1.0044513   -0.96815485  14.290572
   1.7609693   -2.5498843   -0.13698116  -1.1979746    1.2063622
  26.142693    24.849384    -2.0304577 ]",0.0,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'O' 'N' 'O' 'N' 'C' 'N' 'N' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'N' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.986352491471268,0,0,72.56253,75.66719,-2.1035156,0.0
52,1,"[(4, 'C', 40.818), (6, 'C', 65.179), (14, 'C', 59.64), (28, 'H', 86.144), (30, 'H', 40.959), (36, 'H', 80.132), (39, 'H', 99.997)]","[ 4.6452246e+00 -3.7184570e+00 -2.6486797e+00  4.0818295e+01
 -3.8302081e+00  6.5179237e+01 -7.2117801e+00 -6.9286364e-01
 -4.9627895e+00 -1.8532768e-01  2.1967611e+01 -6.7996268e+00
 -1.1450182e+01  5.9639671e+01 -5.2107506e+00 -6.2907872e+00
 -2.3453970e+00 -4.5248825e-02 -3.8547142e+00 -3.9294953e+00
 -2.1074580e-01 -6.4288387e+00 -5.9069681e+00 -3.7404184e+00
  6.5103865e+00  8.8905449e+00  1.2603134e+01  8.6143593e+01
 -5.8118768e+00  4.0958977e+01 -2.8263533e+00 -2.8031356e+00
 -3.0237510e+00 -1.3915142e+00 -3.2963495e+00  8.0131973e+01
 -1.7487392e+00  8.7127705e+00  9.9996948e+01  2.4820304e+00
 -4.1240067e+00 -2.9028699e+00 -3.0064063e+00 -3.0943995e+00
 -4.0133604e-01  4.0711856e+00 -5.3677926e+00 -8.9994097e-01
 -1.0905886e+00  7.6411116e-01 -6.2964621e+00  2.2702038e+00]",238.1986943054199,"['C' 'C' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'O' 'N'
 'O' 'C' 'C' 'C' 'C' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.9716287836188756,0,0,407.72876,418.23712,-10.359375,238.1986943054199
53,0,,"[-1.2662142e+01 -5.5794251e-01 -5.0580292e+00 -4.4338019e-03
  1.1511047e+00  3.4488671e-02  2.6040385e+00  7.4482245e+00
  2.4159741e+00 -1.6888321e+01 -4.4197583e+00  8.1284914e+00
  3.1059754e+00 -3.7733960e+00 -2.4950976e+00 -1.0467316e+00
  1.4438449e+00  8.9610233e+00 -1.7488120e+00  3.6134297e-01
  2.4185421e+00 -1.6963220e+00  1.5947729e-01  3.2505217e+00
  6.9643211e-01  8.9679307e-01]",0.0,"['N' 'C' 'C' 'C' 'O' 'C' 'O' 'C' 'C' 'C' 'N' 'O' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.0,0,0,-19.874758,-7.27471,-12.423828,0.0
54,1,"[(9, 'C', 18.186), (13, 'O', 30.075), (15, 'O', 25.927), (32, 'H', 22.482)]","[ -1.9515803    0.74046916  -9.377203    -1.3252639   -4.4953127
  -6.0749316   -2.145816    -0.13247909  18.185564   -13.911841
  22.908588    -7.0201497   30.075216    -1.5872245   25.927492
  -1.7858124   -4.110893    -5.4381313   -5.741623    -0.9936384
  -2.624906    -3.4898977    4.289484    -1.8133155    4.85125
   2.6266372    1.1691382    3.0233037    3.0489686   -3.056696
  -2.860556    22.481842    16.148693     0.63390625  22.04203
  -1.1063025   -3.094279    -2.643779     1.0700238    2.2292264
   4.029544    -2.4476388   -2.1993906    5.3826103 ]",96.67011260986328,"['O' 'O' 'C' 'O' 'O' 'C' 'O' 'C' 'C' 'C' 'O' 'C' 'O' 'C' 'O' 'C' 'C' 'C'
 'C' 'O' 'C' 'O' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.9644827476309261,1,1,93.16712,99.43532,-11.71875,96.67011260986328
55,1,"[(39, 'H', 49.168)]","[-15.275023   -5.71726    -3.575609   -1.6685252  -3.697337   -2.175677
  -2.5452688  -5.6884036  10.974337    7.5296884  -3.1823735  -5.0929193
  -4.3630548  -9.511762   -9.337205    0.858642    2.208119    8.475081
  -2.903717   -3.5936487   3.591574   -2.9225729  -2.8127725  -2.9500608
   4.4115252   4.247042   -3.4068232  -1.9236447  -0.9817399  13.831825
   8.278051   14.333748   -1.1921642  -2.4861634  -2.070162    4.2232018
   8.768303   -2.8503377  49.167698 ]",15.107697906494138,"['C' 'C' 'O' 'O' 'C' 'O' 'O' 'C' 'C' 'N' 'C' 'O' 'C' 'C' 'C' 'O' 'C' 'C'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H']",0.3642260424782309,0,0,20.117794,38.97461,-26.695312,15.107697906494138
56,1,"[(30, 'H', 58.724), (33, 'H', 67.756), (38, 'H', 34.211), (49, 'H', 42.596), (53, 'H', 60.082)]","[ 2.6570127  -5.301879    5.9462976  14.419998   -3.2854788   6.8416457
 -4.316129   -0.58547294  1.0790011   0.61110574 17.23384    -1.5001609
  4.6135883  -9.334862    1.3750389  -1.4839351  -7.7969737   2.853346
  2.769906   10.413112   -0.41515207  0.43734202 -8.558086   -4.2394586
 -2.4752307  -1.304919    0.92623633 -2.9860756   3.5559597  58.724064
 -2.1647956  -2.9731221  67.75551    -3.7419655  -4.9988976  20.49393
 -6.1119614  34.210915    7.028406   -2.9380388  -2.4453974   0.7185963
  1.6189946  -0.4752741   1.4391378  20.346102    7.1781063  15.453132
 42.595596   -1.5806758  -3.8630612   7.2499647  60.0821     15.218137  ]",93.06818313598632,"['C' 'N' 'O' 'C' 'C' 'C' 'N' 'C' 'O' 'C' 'O' 'C' 'O' 'C' 'N' 'O' 'C' 'C'
 'C' 'C' 'C' 'O' 'C' 'C' 'C' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.6186541590022707,0,0,331.67822,350.96912,-27.410156,93.06818313598632
57,1,"[(39, 'H', 45.111)]","[ 3.8869457  -4.001038   -7.5101852   3.9855332  -0.27158058 -4.693171
  1.7978325   5.88177    -1.1015564  -0.72466993 -7.4657044  -9.369322
  0.7705869  12.928522   12.286256   -2.3201156  -8.228845   -2.7534769
  2.5311084   0.9027727  -1.1268015  -2.527508   -2.943618   -0.7538417
  4.803208   -1.4899528  -3.3953156  -1.2860745   5.5609746  -1.3247128
 21.161518    4.9728208  -0.30218852 -2.3994176  -2.6840587  -1.7790241
 -2.7411108  26.777899   45.110645   -0.8034722   2.103885  ]",11.05064529418945,"['C' 'C' 'N' 'C' 'C' 'N' 'O' 'C' 'C' 'O' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'N' 'O' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H']",0.0,0,0,69.33486,81.465515,-8.705078,11.05064529418945
58,1,"[(39, 'H', 53.088)]","[-4.699846   -4.5597973  -5.5394297  -6.191735   -4.591732    1.6145376
 -7.863621   -8.345725   -2.7622893  -9.669397   -4.291263   -0.08663394
 -4.724726   -3.1860366   7.382491    0.17885196 -8.092291   -3.653556
 -6.0695796   0.263823   -2.2402492  -2.9573362  12.517207   -2.3259141
 -1.4706973  -1.7137036  -0.43862525 -1.9396759  -2.3036997  -2.306587
 13.956705   -0.805053    0.33925542  4.4613266  -0.9274206   1.6597672
 -1.0732291  -0.75156    53.08799    -3.026543   -1.1127293  -2.1329007
  1.4971665  -2.1447725   1.5506004   9.627816   -5.2501216  -0.7546538
  0.85276294]",19.027989807128904,"['C' 'C' 'C' 'C' 'C' 'C' 'N' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'F' 'C'
 'C' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.0,0,0,-28.062052,-11.012834,-26.548828,19.027989807128904
59,0,,"[ -2.720778    -8.304538     0.22485538  -4.787494     0.19461806
  -4.971355    -4.7356663   -5.8819723   -2.8886168   -7.097068
  -3.7252414  -10.564852     0.08608463  -1.6352164   -1.3359314
  -2.2872488   -0.33038664  -0.79030144  -1.8654256   -0.4953534
  -1.240234     0.4161826   -3.1266203   -2.099989    -2.1203344
  -1.51437     -1.0164202   -2.507722     0.7491674   13.380262
  11.084832    -2.1059308   -1.7989324 ]",0.0,"['C' 'N' 'C' 'C' 'N' 'C' 'C' 'C' 'C' 'N' 'C' 'C' 'C' 'C' 'H' 'H' 'H' 'H'
 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H' 'H']",0.0,0,0,-64.98207,-55.812,-9.767578,0.0
